TAHUN,SUBJEK,UNIT,TAJUK,SK,SP,,TEMA,TAJUK/KEMAHIRAN/NILAITERAS
Program Khas,PROGRAM SEKOLAH,-,PEMBUKAAN SEKOLAH,-,-,,-,-
Murid Ceria Guru Bahagia,PROGRAM SEKOLAH,,Murid Ceria Guru Bahagia,,,,,
Murid Ceria Guru Bahagia,PROGRAM SEKOLAH,,Murid Ceria Guru Bahagia,,,,,
Program Khas,PROGRAM SEKOLAH,-,PROGRAM KHAS,-,-,,-,-
Cuti Persekolahan,CUTI,-,CUTI - PENGGAL 1,-,-,,-,-
Cuti Persekolahan,CUTI,-,CUTI - PENGGAL 2,-,-,,-,-
Cuti Persekolahan,CUTI,-,CUTI AKHIR TAHUN,-,-,,-,-
6,SEJARAH SJKC 华校历史,标题十一 我们是马来西亚人,单元六 马来西亚的节庆,11.3 马来西亚社会的 节日,11.3.2 解释马来西亚社会的庆祝节日的目的,,,单元六 马来西亚的节庆
6,SEJARAH SJKC 华校历史,标题十一 我们是马来西亚人,单元六 马来西亚的节庆,11.3 马来西亚社会的 节日,11.3.3 解释以前与现在节日庆祝的方式,,,单元六 马来西亚的节庆
6,SEJARAH SJKC 华校历史,标题十一 我们是马来西亚人,单元六 马来西亚的节庆,11.3 马来西亚社会的 节日,K11.3.4 说明家庭庆祝节日的重要性,,,单元六 马来西亚的节庆
6,SEJARAH SJKC 华校历史,标题十一 我们是马来西亚人,单元六 马来西亚的节庆,11.3 马来西亚社会的 节日,K11.3.5 解释尊重各族同胞的节日庆典的重要性,,,单元六 马来西亚的节庆
6,SEJARAH SJKC 华校历史,标题十一 我们是马来西亚人,单元六 马来西亚的节庆,11.3 马来西亚社会的 节日,K11.3.6 阐述旧时社会庆祝节日遗产的重要性,,,单元六 马来西亚的节庆
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元七 国家领袖,12.1 马来西亚的国家 领袖,12.1.1 列出马来西亚历任首相的名字及履历,,,单元七 国家领袖
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元七 国家领袖,12.1 马来西亚的国家 领袖,12.1.2 解释我国首相的工作领域,,,单元七 国家领袖
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元七 国家领袖,12.1 马来西亚的国家 领袖,12.1.3 解释我国首相在领导马来西亚时所作出的贡献,,,单元七 国家领袖
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元七 国家领袖,12.1 马来西亚的国家 领袖,K12.1.4 说明国家领袖该拥有的领导特点权威性的重要 性,,,单元七 国家领袖
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元七 国家领袖,12.1 马来西亚的国家 领袖,K12.1.5 对我国领袖表达感激,,,单元七 国家领袖
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元七 国家领袖,12.1 马来西亚的国家 领袖,K12.1.6 阐述人民支持国家领导人的重要性,,,单元七 国家领袖
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元八 马来西亚的经济发展,12.2 马来西亚的经济 发展,12.2.1 说明马来西亚早期各领域的经济发展,,,单元八 马来西亚的经济发展
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元八 马来西亚的经济发展,12.2 马来西亚的经济 发展,12.2.2 列出为国家进步做出贡献的经济活动,,,单元八 马来西亚的经济发展
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元八 马来西亚的经济发展,12.2 马来西亚的经济 发展,12.2.3 解释国家经济发展的成就,,,单元八 马来西亚的经济发展
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元八 马来西亚的经济发展,12.2 马来西亚的经济 发展,K12.2.4 说出经济发展对维持国家繁荣的重要性,,,单元八 马来西亚的经济发展
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元八 马来西亚的经济发展,12.2 马来西亚的经济 发展,K12.2.5 说明支持推动国家经济发展的重要性,,,单元八 马来西亚的经济发展
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元八 马来西亚的经济发展,12.2 马来西亚的经济 发展,K12.2.6 阐述对国货感到光荣的重要性,,,单元八 马来西亚的经济发展
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元九 体坛成就,12.3 国家的荣耀-运动,12.3.1 说明马来西亚在国内与国际体坛上的成就,,,单元九 体坛成就
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元九 体坛成就,12.3 国家的荣耀-运动,12.3.2 讲述运动在促进团结与和谐所扮演的角色,,,单元九 体坛成就
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元九 体坛成就,12.3 国家的荣耀-运动,12.3.3 讲述马来西亚作为国际体育主办国所扮演的角 色,,,单元九 体坛成就
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元九 体坛成就,12.3 国家的荣耀-运动,12.3.4 联系前国家运动健将对现今体坛所带来的影响,,,单元九 体坛成就
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元九 体坛成就,12.3 国家的荣耀-运动,K12.3.5 说明各种族为国家在体坛上闻名参与的重要 性,,,单元九 体坛成就
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元九 体坛成就,12.3 国家的荣耀-运动,K12.3.6 说明体坛在促进国家发展的重要性,,,单元九 体坛成就
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元九 体坛成就,12.3 国家的荣耀-运动,K12.3.7 说明人格价值观和深厚的道德观能表现出热爱 运动的精神的重要性,,,单元九 体坛成就
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元十 马来西亚的国际关系,12.4 马来西亚与国际,12.4.1 列出马来西亚参与的区域与国际组织,,,单元十 马来西亚的国际关系
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元十 马来西亚的国际关系,12.4 马来西亚与国际,12.4.2 讲述马来西亚参与的东南亚联盟 (ASEAN),,,单元十 马来西亚的国际关系
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元十 马来西亚的国际关系,12.4 马来西亚与国际,12.4.3 讲述马来西亚参与的英联邦 (Komanwel),,,单元十 马来西亚的国际关系
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元十 马来西亚的国际关系,12.4 马来西亚与国际,12.4.4 讲述马来西亚参与的伊斯兰国家会(OIC),,,单元十 马来西亚的国际关系
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元十 马来西亚的国际关系,12.4 马来西亚与国际,12.4.5 讲述马来西亚参与的联合国学会(PBB),,,单元十 马来西亚的国际关系
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元十 马来西亚的国际关系,12.4 马来西亚与国际,K12.4.6 说出建立外交关系的重要性,,,单元十 马来西亚的国际关系
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元十 马来西亚的国际关系,12.4 马来西亚与国际,K12.4.7 阐述马来西亚在维持世界和平中所作出的贡献 的重要性,,,单元十 马来西亚的国际关系
6,SEJARAH SJKC 华校历史,标题十二 国家的成就与骄傲,单元十 马来西亚的国际关系,12.4 马来西亚与国际,K12.4.8 阐述保持外国对马来西亚的认可的重要性。,,,单元十 马来西亚的国际关系
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
,SEJARAH SJKC 华校历史,,,,,,,
-,TIADA,-,-,-,-,,-,-
5,TMK,SISTEM RANGKAIAN DAN DUNIA INTERNET,Rangkaian Komputer,1.0 Mengenal Rangkaian Komputer,1.1 Menerangkan konsep rangkaian,,,Rangkaian Komputer
5,TMK,SISTEM RANGKAIAN DAN DUNIA INTERNET,Rangkaian Komputer,1.0 Mengenal Rangkaian Komputer,1.2 Menerangkan medium rangkaian: wayar dan tanpa wayar,,,Rangkaian Komputer
5,TMK,SISTEM RANGKAIAN DAN DUNIA INTERNET,Rangkaian Komputer,1.0 Mengenal Rangkaian Komputer,1.3 Menyatakan kegunaan rangkaian,,,Rangkaian Komputer
5,TMK,SISTEM RANGKAIAN DAN DUNIA INTERNET,Rangkaian Komputer,1.0 Mengenal Rangkaian Komputer,1.4 Membuat ilustrasi model rangkaian,,,Rangkaian Komputer
5,TMK,SISTEM RANGKAIAN DAN DUNIA INTERNET,Peranti rangkaian komputer,2.0 Memahami Fungsi Peranti Rangkaian Komputer,2.1 Menamakan peranti rangkaian,,,Peranti rangkaian komputer
5,TMK,SISTEM RANGKAIAN DAN DUNIA INTERNET,Peranti rangkaian komputer,2.0 Memahami Fungsi Peranti Rangkaian Komputer,2.2 Menerangkan fungsi peranti rangkaian,,,Peranti rangkaian komputer
5,TMK,SISTEM RANGKAIAN DAN DUNIA INTERNET,Peranti rangkaian komputer,2.0 Memahami Fungsi Peranti Rangkaian Komputer,2.3 Menilai dan membanding keupayaan peranti rangkaian,,,Peranti rangkaian komputer
5,TMK,SISTEM RANGKAIAN DAN DUNIA INTERNET,Internet,3.0 Mengenal Internet,3.1 Menyatakan maksud Internet,,,Internet
5,TMK,SISTEM RANGKAIAN DAN DUNIA INTERNET,Internet,3.0 Mengenal Internet,3.2 Menyenaraikan perkhidmatan Internet,,,Internet
5,TMK,SISTEM RANGKAIAN DAN DUNIA INTERNET,Internet,3.0 Mengenal Internet,3.3 Mencari maklumat menggunakan pencarian Boolean (AND‚OR)‚ berfrasa(“ “) atau simbol ( *),,,Internet
5,TMK,SISTEM RANGKAIAN DAN DUNIA INTERNET,Internet,3.0 Mengenal Internet,3.4 Menyebarkan maklumat menggunakan mailing list dalam buku alamat e-mel.,,,Internet
5,TMK,SISTEM RANGKAIAN DAN DUNIA INTERNET,Internet,3.0 Mengenal Internet,3.5 Mengelas jenis laman web: komersial‚ peribadi‚ organisasi‚ hiburan‚ berita dan sosia,,,Internet
5,TMK,SISTEM RANGKAIAN DAN DUNIA INTERNET,Internet,3.0 Mengenal Internet,3.6 Menyenaraikan kebaikan dan keburukan Internet,,,Internet
5,TMK,SISTEM RANGKAIAN DAN DUNIA INTERNET,Internet,3.0 Mengenal Internet,3.7 Menghasilkan laman blog persatuan atau kelab secara berkumpulan.,,,Internet
5,TMK,DUNIA PANGKALAN DATA,Data dan maklumat,1.0 Memahami Data dan Maklumat,1.1 Mengenal pasti jenis data,,,Data dan maklumat
5,TMK,DUNIA PANGKALAN DATA,Data dan maklumat,1.0 Memahami Data dan Maklumat,1.2 Menghasilkan maklumat dari data yang dikumpul,,,Data dan maklumat
5,TMK,DUNIA PANGKALAN DATA,Sistem pengkalan data,2.0 Mengkaji Sistem Pangkalan Data,2.2 Menyatakan contoh pangkalan data yang mudah,,,Sistem pengkalan data
5,TMK,DUNIA PANGKALAN DATA,Sistem pengkalan data,2.0 Mengkaji Sistem Pangkalan Data,2.3 Menentukan jadual‚ rekod dan medan.,,,Sistem pengkalan data
5,TMK,DUNIA PANGKALAN DATA,Sistem pengkalan data,2.0 Mengkaji Sistem Pangkalan Data,2.4 Menentukan jenis medan dalam pangkalan data (Teks‚ Tarikh dan Nombor),,,Sistem pengkalan data
5,TMK,DUNIA PANGKALAN DATA,Sistem pengkalan data,2.0 Mengkaji Sistem Pangkalan Data,2.5 Menghasilkan pangkalan data secara lakaran di atas kertas.,,,Sistem pengkalan data
5,TMK,DUNIA PANGKALAN DATA,Membangunkan sistem pengkalan data,3.0 Membangunkan Sistem Pangkalan Data,3.1 Membina jadual menggunakan jenis data teks‚ tarikh dan nombor,,,Membangunkan sistem pengkalan data
5,TMK,DUNIA PANGKALAN DATA,Membangunkan sistem pengkalan data,3.0 Membangunkan Sistem Pangkalan Data,3.2 Memasukkan data menggunakan jadual,,,Membangunkan sistem pengkalan data
5,TMK,DUNIA PANGKALAN DATA,Membangunkan sistem pengkalan data,3.0 Membangunkan Sistem Pangkalan Data,3.3 Membina borang,,,Membangunkan sistem pengkalan data
5,TMK,DUNIA PANGKALAN DATA,Membangunkan sistem pengkalan data,3.0 Membangunkan Sistem Pangkalan Data,3.4 Menambah rekod menggunakan borang,,,Membangunkan sistem pengkalan data
5,TMK,DUNIA PANGKALAN DATA,Membangunkan sistem pengkalan data,3.0 Membangunkan Sistem Pangkalan Data,3.5 Menyunting rekod menggunakan borang,,,Membangunkan sistem pengkalan data
5,TMK,DUNIA PANGKALAN DATA,Membangunkan sistem pengkalan data,3.0 Membangunkan Sistem Pangkalan Data,3.6 Membuat carian,,,Membangunkan sistem pengkalan data
5,TMK,DUNIA PANGKALAN DATA,Membangunkan sistem pengkalan data,3.0 Membangunkan Sistem Pangkalan Data,3.7 Menjana Laporan,,,Membangunkan sistem pengkalan data
6,TMK,Pengaturcaraan,Pengaturcaraan,1.0 Memahami Pengaturcaraan,1.1 Menyatakan kegunaan atur cara komputer dalam perkakasan harian.,,,Pengaturcaraan
6,TMK,Pengaturcaraan,Pengaturcaraan,1.0 Memahami Pengaturcaraan,1.2 Membuat perkaitan antara langkah-langkah aktiviti harian dengan satu set arahan dalam atur cara komputer.,,,Pengaturcaraan
6,TMK,Pengaturcaraan,Pengaturcaraan,1.0 Memahami Pengaturcaraan,1.3 Menulis satu set arahan yang mengambarkan aktiviti harian.,,,Pengaturcaraan
6,TMK,Pengaturcaraan,Pengaturcaraan,1.0 Memahami Pengaturcaraan,1.4 Menulis satu set arahan bagi satu peralatan digital dalam melakukan tugasan.,,,Pengaturcaraan
6,TMK,Pengaturcaraan,Pengaturcaraan,1.0 Memahami Pengaturcaraan,1.5 Membina arahan-arahan tambahan dalam atur cara bagi menambah fungsi sesuatu peralatan digital.,,,Pengaturcaraan
6,TMK,Pengaturcaraan,Algoritma‚ Pseudokod Dan Carta Alir,2.0 Menggunakan Algoritma Melalui Pseudokod Dan Carta Alir,2.1 Mengenal algoritma‚ pseudokod dan carta alir.,,,Algoritma‚ Pseudokod Dan Carta Alir
6,TMK,Pengaturcaraan,Algoritma‚ Pseudokod Dan Carta Alir,2.0 Menggunakan Algoritma Melalui Pseudokod Dan Carta Alir,2.2 Menerangkan makna simbol (mula dan tamat‚ proses‚ pilihan‚ aliran) dalam carta alir.,,,Algoritma‚ Pseudokod Dan Carta Alir
6,TMK,Pengaturcaraan,Algoritma‚ Pseudokod Dan Carta Alir,2.0 Menggunakan Algoritma Melalui Pseudokod Dan Carta Alir,2.3 Membuat perkaitan algoritma‚ pseudokod dan carta alir dalam aktiviti harian.,,,Algoritma‚ Pseudokod Dan Carta Alir
6,TMK,Pengaturcaraan,Algoritma‚ Pseudokod Dan Carta Alir,2.0 Menggunakan Algoritma Melalui Pseudokod Dan Carta Alir,2.4 Membezakan aliran secara urutan dan pilihan tunggal bagi algoritma‚ pseudokod dan carta alir.,,,Algoritma‚ Pseudokod Dan Carta Alir
6,TMK,Pengaturcaraan,Algoritma‚ Pseudokod Dan Carta Alir,2.0 Menggunakan Algoritma Melalui Pseudokod Dan Carta Alir,2.5 Menulis algoritma berdasarkan situasi secara urutan dan pilihan tunggal.,,,Algoritma‚ Pseudokod Dan Carta Alir
6,TMK,Pengaturcaraan,Algoritma‚ Pseudokod Dan Carta Alir,2.0 Menggunakan Algoritma Melalui Pseudokod Dan Carta Alir,2.6 Memisahkan pseudokod kompleks kepada psuedo kod secara urutan dan pseudokod secara pilihan tunggal.,,,Algoritma‚ Pseudokod Dan Carta Alir
6,TMK,Pengaturcaraan,Algoritma‚ Pseudokod Dan Carta Alir,2.0 Menggunakan Algoritma Melalui Pseudokod Dan Carta Alir,2.7 Menggabungkan carta alir urutan dan carta alir pilihan tunggal secara logik.,,,Algoritma‚ Pseudokod Dan Carta Alir
6,TMK,Pengaturcaraan,Algoritma‚ Pseudokod Dan Carta Alir,2.0 Menggunakan Algoritma Melalui Pseudokod Dan Carta Alir,2.8 Menyediakan algoritma‚ pseudokod dan carta alir dalam menyelesaikan satu masalah yang diberi.,,,Algoritma‚ Pseudokod Dan Carta Alir
6,TMK,Pengaturcaraan,Penghasilan Dan Pengujian Atur Cara,3.0 Mengatur cara dan Menguji,3.1 Mengenal pasti fitur-fitur pada antara muka perisian pengaturcaraan.,,,Penghasilan Dan Pengujian Atur Cara
6,TMK,Pengaturcaraan,Penghasilan Dan Pengujian Atur Cara,3.0 Mengatur cara dan Menguji,3.2 Menggunakan fitur-fitur untuk menggerakkan objek‚ memasukkan dialog‚ bunyi dan objek baharu dalam perisian pengaturcaraan.,,,Penghasilan Dan Pengujian Atur Cara
6,TMK,Pengaturcaraan,Penghasilan Dan Pengujian Atur Cara,3.0 Mengatur cara dan Menguji,3.3.1 Menghasilkan atur cara secara urutan menggunakan fitur-fitur yang sesuai untuk sesuatu objek: melakukan pergerakan dari kedudukan A ke kedudukan B dan berpatah balik ke kedudukan A dengan kadar kelajuan berbeza.,,,Penghasilan Dan Pengujian Atur Cara
